"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 03- 11","166,600","165,000","168,900","164,700","3.43M","-3.08%"
"2024- 03- 10","171,900","171,900","171,900","171,900","","0.00%"
"2024- 03- 08","171,900","169,800","174,900","169,300","4.93M","4.24%"
"2024- 03- 07","164,900","164,500","165,900","161,000","3.02M","1.23%"
"2024- 03- 06","162,900","164,100","165,500","162,700","2.64M","-1.75%"
"2024- 03- 05","165,800","165,100","169,000","164,100","3.56M","-0.42%"
"2024- 03- 04","166,500","161,000","168,100","160,700","5.10M","6.59%"
"2024- 03- 03","156,200","156,200","156,200","156,200","","0.00%"
"2024- 02- 29","156,200","154,900","158,400","154,500","3.21M","-1.14%"
"2024- 02- 28","158,000","154,500","159,200","153,800","3.58M","2.73%"
"2024- 02- 27","153,800","159,000","160,000","153,300","5.93M","-4.94%"
"2024- 02- 26","161,800","158,400","164,800","158,400","4.27M","0.25%"
"2024- 02- 25","161,400","161,400","161,400","161,400","","0.00%"
"2024- 02- 23","161,400","166,900","166,900","159,800","6.96M","3.13%"
"2024- 02- 22","156,500","154,500","156,500","152,600","5.85M","5.03%"
"2024- 02- 21","149,000","147,100","152,200","147,100","4.24M","-0.40%"
"2024- 02- 20","149,600","150,300","151,100","147,500","3.25M","-1.12%"
"2024- 02- 19","151,300","146,200","153,200","146,000","3.92M","3.07%"
"2024- 02- 18","146,800","146,800","146,800","146,800","","0.00%"
"2024- 02- 16","146,800","150,600","150,600","145,700","3.25M","-1.28%"
"2024- 02- 15","148,700","151,300","152,700","148,000","3.54M","0.00%"
"2024- 02- 14","148,700","146,300","149,200","144,900","4.38M","-0.87%"
"2024- 02- 13","150,000","146,800","150,000","145,000","6.78M","5.04%"
"2024- 02- 12","142,800","142,800","142,800","142,800","","0.00%"
"2024- 02- 08","142,800","139,000","143,000","137,900","5.40M","3.48%"
"2024- 02- 07","138,000","136,600","138,500","135,500","3.16M","0.00%"
"2024- 02- 06","138,000","133,700","138,400","132,000","4.46M","4.31%"
"2024- 02- 05","132,300","134,900","135,800","131,700","3.05M","-1.93%"
"2024- 02- 04","134,900","134,900","134,900","134,900","","0.00%"
"2024- 02- 02","134,900","132,300","135,300","132,200","3.57M","1.66%"
"2024- 02- 01","132,700","133,100","135,600","131,700","3.76M","-1.48%"
"2024- 01- 31","134,700","134,800","136,600","133,600","2.64M","-1.61%"
"2024- 01- 30","136,900","135,300","137,800","134,400","2.29M","1.41%"
"2024- 01- 29","135,000","135,500","137,000","135,000","2.29M","-0.74%"
"2024- 01- 28","136,000","136,000","136,000","136,000","","0.00%"
"2024- 01- 26","136,000","136,200","138,600","136,000","3.21M","-1.02%"
"2024- 01- 25","137,400","142,700","143,700","136,900","4.57M","-2.90%"
"2024- 01- 24","141,500","140,000","141,700","137,600","2.56M","0.50%"
"2024- 01- 23","140,800","142,300","142,800","138,300","2.90M","-1.26%"
"2024- 01- 22","142,600","145,200","145,400","142,300","3.72M","0.92%"
"2024- 01- 21","141,300","141,300","141,300","141,300","","0.00%"
"2024- 01- 19","141,300","138,700","141,300","137,400","4.82M","3.74%"
"2024- 01- 18","136,200","131,500","136,800","130,600","3.04M","3.97%"
"2024- 01- 17","131,000","133,800","134,500","129,000","3.81M","-0.83%"
"2024- 01- 16","132,100","132,600","133,700","131,100","2.73M","-1.49%"
"2024- 01- 15","134,100","134,800","135,100","133,300","1.85M","0.00%"
"2024- 01- 14","134,100","134,100","134,100","134,100","","0.00%"
"2024- 01- 12","134,100","136,400","137,300","133,400","1.87M","-1.40%"
"2024- 01- 11","136,000","132,400","137,100","132,400","3.48M","1.87%"
"2024- 01- 10","133,500","137,700","138,100","132,100","3.76M","-2.84%"
"2024- 01- 09","137,400","139,000","139,500","136,600","3.43M","1.03%"
"2024- 01- 08","136,000","137,500","137,900","135,400","2.43M","-1.09%"
"2024- 01- 07","137,500","137,500","137,500","137,500","","0.00%"
"2024- 01- 05","137,500","135,800","137,500","135,800","1.84M","0.81%"
"2024- 01- 04","136,400","136,800","138,800","135,800","2.62M","-0.29%"
"2024- 01- 03","136,800","140,000","140,800","136,800","3.25M","-3.93%"
"2024- 01- 02","142,400","139,700","142,800","139,700","2.14M","0.64%"
"2023- 12- 28","141,500","140,900","141,600","139,500","2.35M","0.78%"
"2023- 12- 27","140,400","140,800","141,600","139,200","2.33M","-0.35%"
"2023- 12- 26","140,900","142,000","142,000","139,400","2.22M","0.21%"
"2023- 12- 25","140,600","140,600","140,600","140,600","","0.00%"
"2023- 12- 22","140,600","142,700","143,700","140,600","3.17M","0.07%"
"2023- 12- 21","140,500","139,200","140,600","138,100","2.71M","0.00%"
"2023- 12- 20","140,500","139,900","140,800","139,300","3.10M","1.66%"
"2023- 12- 19","138,200","140,000","140,800","138,100","2.30M","-1.29%"
"2023- 12- 18","140,000","139,000","140,800","138,900","2.53M","0.00%"
"2023- 12- 17","140,000","140,000","140,000","140,000","","0.00%"
"2023- 12- 15","140,000","137,000","140,000","137,000","4.97M","2.41%"
"2023- 12- 14","136,700","133,700","138,300","133,600","8.17M","4.19%"
"2023- 12- 13","131,200","130,000","132,400","130,000","2.83M","0.15%"
"2023- 12- 12","131,000","130,600","131,900","130,500","3.06M","1.63%"
"2023- 12- 11","128,900","128,700","129,100","127,300","3.28M","1.10%"
"2023- 12- 08","127,500","128,100","129,100","127,500","2.66M","1.51%"
"2023- 12- 07","125,600","125,600","127,800","124,500","2.47M","0.00%"
"2023- 12- 06","125,600","126,800","127,500","125,400","2.48M","-0.24%"
"2023- 12- 05","125,900","129,700","130,000","125,400","4.31M","-3.97%"
"2023- 12- 04","131,100","133,400","134,600","131,100","2.63M","-1.13%"
"2023- 12- 03","132,600","132,600","132,600","132,600","","0.00%"
"2023- 12- 01","132,600","132,200","133,000","130,800","3.52M","-0.97%"
"2023- 11- 30","133,900","129,900","133,900","129,900","3.54M","2.68%"
"2023- 11- 29","130,400","130,200","131,000","128,900","2.22M","-0.76%"
"2023- 11- 28","131,400","132,100","132,100","129,900","2.52M","0.54%"
"2023- 11- 27","130,700","129,200","130,700","128,400","2.25M","2.11%"
"2023- 11- 26","128,000","128,000","128,000","128,000","","0.00%"
"2023- 11- 24","128,000","130,600","131,000","128,000","1.85M","-1.61%"
"2023- 11- 23","130,100","130,600","131,400","129,500","1.71M","-0.91%"
"2023- 11- 22","131,300","129,600","131,600","129,500","2.09M","-0.53%"
"2023- 11- 21","132,000","132,000","133,300","131,600","2.43M","0.46%"
"2023- 11- 20","131,400","129,300","132,000","129,300","1.74M","1.15%"
"2023- 11- 19","129,900","129,900","129,900","129,900","","0.00%"
"2023- 11- 17","129,900","131,500","132,000","129,100","2.42M","-1.81%"
"2023- 11- 16","132,300","133,000","134,400","131,200","2.43M","-1.34%"
"2023- 11- 15","134,100","133,900","134,200","132,100","3.59M","3.15%"
"2023- 11- 14","130,000","133,500","133,500","130,000","2.56M","-1.37%"
"2023- 11- 13","131,800","133,000","134,100","131,000","2.64M","1.00%"
"2023- 11- 12","130,500","130,500","130,500","130,500","","0.00%"
"2023- 11- 10","130,500","127,900","130,800","127,000","2.56M","1.95%"
"2023- 11- 09","128,000","127,700","129,800","126,700","2.22M","0.31%"
"2023- 11- 08","127,600","131,600","132,700","126,600","3.32M","-2.15%"
"2023- 11- 07","130,400","132,000","133,500","129,300","4.91M","-1.95%"
"2023- 11- 06","133,000","125,800","133,000","125,800","6.89M","5.72%"
"2023- 11- 05","125,800","125,800","125,800","125,800","","0.00%"
"2023- 11- 03","125,800","126,500","127,200","125,000","2.66M","0.40%"
"2023- 11- 02","125,300","123,900","125,400","123,100","3.70M","4.16%"
"2023- 11- 01","120,300","117,900","120,300","117,000","2.69M","3.44%"
"2023- 10- 31","116,300","119,800","120,900","116,300","3.15M","-2.35%"
"2023- 10- 30","119,100","119,100","121,700","118,700","2.69M","0.00%"
"2023- 10- 29","119,100","119,100","119,100","119,100","","0.00%"
"2023- 10- 27","119,100","119,800","120,900","117,500","5.24M","-0.75%"
"2023- 10- 26","120,000","122,100","124,800","119,500","5.82M","-5.88%"
"2023- 10- 25","127,500","127,500","129,000","126,100","3.01M","0.55%"
"2023- 10- 24","126,800","125,400","127,000","123,900","2.79M","2.26%"
"2023- 10- 23","124,000","126,800","127,200","123,500","2.42M","-1.74%"
"2023- 10- 22","126,200","126,200","126,200","126,200","","0.00%"
"2023- 10- 20","126,200","124,300","127,200","122,800","3.72M","0.40%"
"2023- 10- 19","125,700","127,600","128,900","125,100","4.91M","-3.31%"
"2023- 10- 18","130,000","128,600","130,700","127,200","4.73M","0.00%"
